PWSID,OFFICE,SYSTEMNAME,DESIGNCAPCITY,PLANTNUMBER,PLANTSTATUS,REPORTDATE,MAX_TREATED,AVG_TREATED
2210475,NED,HART SPRINGS CAMPGROUND,14400,1,ACTIVE,202312,4000,2190
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202301,242800,142774
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202302,205700,140436
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202303,161700,137661
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202304,185000,145290
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202305,200400,142284
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202306,204100,143573
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202308,186500,139210
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202309,163000,139705
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202310,212170,144996
2210647,NED,LANCASTER CORRECTIONAL INSTITUTE,500000,1,ACTIVE,202311,162300,143250
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202301,16250,12400
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202302,10640,9060
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202303,13300,10170
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202304,9200,6630
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202305,8390,6830
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202306,13100,9120
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202307,61240,43080
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202308,14700,12300
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202309,10790,8600
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202310,8970,6300
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202311,10460,6830
2210855,NED,FOR VETS / OTTER SPRING CAMPGROUND,189643,1,ACTIVE,202312,14000,7380
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202301,23000,870
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202302,8000,535
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202303,30000,1290
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202304,129000,10733
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202305,38000,3161
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202306,11000,700
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202307,85000,3129
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202308,72000,2516
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202309,77000,6400
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202310,4000,226
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202311,51000,5700
2211188,NED,TRENTON WATER DEPARTMENT,504000,1,ACTIVE,202312,59000,4000
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202301,211000,193355
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202302,211000,186320
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202303,204000,180096
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202304,251000,197333
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202305,287000,215258
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202306,251000,204133
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202307,223000,188000
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202308,235000,199258
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202309,241000,212167
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202310,217000,190548
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202311,211000,179500
2211188,NED,TRENTON WATER DEPARTMENT,504000,2,ACTIVE,202312,231000,159709
2214177,NED,BELLS COUNTRY COOKING,28119,1,CLOSED,202301,414,323
2214177,NED,BELLS COUNTRY COOKING,28119,1,CLOSED,202302,564,298
2214177,NED,BELLS COUNTRY COOKING,28119,1,CLOSED,202303,264,193
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202301,396,328
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202302,377,309
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202303,364,298
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202304,771,415
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202305,507,381
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202306,599,431
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202307,564,371
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202308,354,290
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202309,376,297
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202310,347,296
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202311,333,288
2214180,NED,MA N PA EXPRESS,9403,1,ACTIVE,202312,407,332
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202301,1296,1061
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202302,2143,1976
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202303,2536,2019
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202304,9086,3116
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202305,7994,4753
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202306,8074,6953
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202307,6786,3175
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202308,3166,1929
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202309,6114,3532
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202310,1711,810
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202311,1987,1831
2214182,NED,ESTHER'S SCHOOL,12765,1,ACTIVE,202312,1857,1061
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202301,2520,2300
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202302,4000,3050
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202303,4000,2300
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202304,3030,2830
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202305,4830,2850
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202306,2560,2450
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202307,3180,2690
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202308,3180,2220
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202309,2820,2510
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202311,2930,2210
2214184,NED,AKINS BBQ,9349,1,ACTIVE,202312,2460,2290
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202301,390,250
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202302,366,239
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202303,294,213
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202304,511,277
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202305,416,301
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202306,373,299
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202307,391,308
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202308,373,291
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202309,431,320
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202310,391,304
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202311,390,298
2214185,NED,BP COUNTRY QUICK STOP,50000,1,ACTIVE,202312,416,316
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202301,13464,10869
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202302,17257,12888
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202303,13871,13134
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202304,17107,13772
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202305,18469,14512
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202306,18736,15258
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202307,16443,14200
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202308,16438,14267
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202309,14879,14323
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202310,14429,12429
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202311,14457,12797
2214186,NED,ELLIE RAY'S RIVER LANDING,21600,1,ACTIVE,202312,13057,10668
2214188,NED,S & S #350,9319,1,ACTIVE,202301,729,493
2214188,NED,S & S #350,9319,1,ACTIVE,202302,619,408
2214188,NED,S & S #350,9319,1,ACTIVE,202303,593,403
2214188,NED,S & S #350,9319,1,ACTIVE,202304,564,438
2214188,NED,S & S #350,9319,1,ACTIVE,202305,710,495
2214188,NED,S & S #350,9319,1,ACTIVE,202306,1388,776
2214188,NED,S & S #350,9319,1,ACTIVE,202307,1621,623
2214188,NED,S & S #350,9319,1,ACTIVE,202308,450,344
2214188,NED,S & S #350,9319,1,ACTIVE,202309,573,349
2214188,NED,S & S #350,9319,1,ACTIVE,202310,573,350
2214188,NED,S & S #350,9319,1,ACTIVE,202311,543,400
2214188,NED,S & S #350,9319,1,ACTIVE,202312,511,403
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202301,1000,825
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202302,1200,843
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202303,1200,781
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202304,1000,613
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202305,1200,800
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202306,2000,660
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202307,1000,835
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202308,2000,826
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202309,2000,947
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202310,1000,797
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202311,1000,650
2214189,NED,JIFFY FOOD STORE # 316,18667,1,ACTIVE,202312,1090,768
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202301,833,511
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202302,533,337
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202303,576,299
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202304,383,235
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202305,426,333
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202306,404,278
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202307,447,336
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202308,747,420
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202309,533,398
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202310,451,396
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202311,576,429
2214190,NED,MARATHON (FKA BP QUICK STORE),9394,1,ACTIVE,202312,597,519
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202301,1695,753
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202302,2425,1227
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202303,2718,1044
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202304,1392,963
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202305,2895,1106
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202306,377,268
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202307,241,115
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202308,838,578
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202309,1543,1050
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202310,1431,1009
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202311,2875,1209
2214191,NED,COUNTRYSIDE BAPTIST/RIVERSIDE CHRISTIAN,9319,1,ACTIVE,202312,2020,995
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202301,394,273
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202302,568,436
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202303,781,492
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202304,1039,616
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202305,946,433
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202306,760,419
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202307,805,461
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202308,571,375
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202309,1692,634
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202310,639,381
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202311,396,290
2214193,NED,FUN 4 KIDS,7200,1,ACTIVE,202312,375,207
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202301,3700,1320
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202302,3700,1550
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202303,2500,1640
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202304,2250,1380
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202305,1500,1130
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202306,1550,1180
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202307,2730,1060
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202308,2730,1320
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202309,1530,1320
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202311,9800,2770
2214194,NED,CENTRAL CAMPUS,32579,1,ACTIVE,202312,2040,1470
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202301,220,170
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202302,170,150
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202303,630,370
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202304,350,260
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202305,180,150
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202306,190,150
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202307,160,140
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202308,160,150
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202309,170,160
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202311,200,130
2214195,NED,PALMS MEDICAL - BELL FAMILY HEALTH CARE,28800,1,ACTIVE,202312,200,150
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202301,611,538
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202302,563,498
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202303,567,483
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202304,839,616
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202305,667,589
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202306,683,582
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202307,740,557
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202308,1103,588
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202309,757,532
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202310,666,542
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202311,653,522
2214197,NED,BURGER SPOT,28800,1,ACTIVE,202312,601,509
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202301,3729,1967
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202302,2438,1781
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202303,1538,714
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202304,1005,591
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202305,1781,703
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202306,1781,1073
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202307,1224,940
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202308,2390,969
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202309,3406,1522
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202310,2571,1988
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202311,2628,2224
2214199,NED,GILCHRIST CLUB,32400,2,ACTIVE,202312,2570,2179
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202301,236,151
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202302,199,152
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202303,223,155
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202304,204,137
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202305,371,220
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202306,224,158
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202307,223,157
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202308,177,122
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202309,204,145
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202310,236,161
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202311,223,156
2214200,NED,MOON ROCK BLUFF STORE,9310,1,ACTIVE,202312,298,202
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202301,144,128
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202302,153,136
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202303,167,153
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202304,173,159
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202305,155,117
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202306,149,137
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202307,209,128
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202308,209,139
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202309,257,170
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202310,191,152
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202311,157,139
2214201,NED,FAMILY DOLLAR #10718 - BELL,9000,1,ACTIVE,202312,157,134
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202301,758,588
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202302,880,636
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202303,880,599
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202304,952,685
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202305,794,659
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202306,718,638
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202307,735,577
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202308,684,593
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202309,1000,643
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202310,580,532
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202311,658,511
2214202,NED,JIFFY FOOD STORE #1580,2800,1,ACTIVE,202312,554,462
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202301,1340,1086
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202302,1069,922
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202303,5683,3172
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202304,4911,3400
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202305,3840,1613
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202306,861,679
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202307,1211,910
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202308,1567,805
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202309,1480,706
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202310,911,736
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202311,2464,1521
2214204,NED,BRA LONNI'S BED AND BREAKFAST,49000,1,ACTIVE,202312,3854,2319
2214209,NED,R & J FUEL STOP,28000,1,ACTIVE,202306,8774,6816
2214209,NED,R & J FUEL STOP,28000,1,ACTIVE,202307,7173,3645
2214209,NED,R & J FUEL STOP,28000,1,ACTIVE,202308,11944,7042
2214209,NED,R & J FUEL STOP,28000,1,ACTIVE,202309,8026,4487
2214209,NED,R & J FUEL STOP,28000,1,ACTIVE,202310,8470,5237
2214209,NED,R & J FUEL STOP,28000,1,ACTIVE,202311,7223,5167
2214209,NED,R & J FUEL STOP,28000,1,ACTIVE,202312,6669,2988
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202301,3600,1548
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202302,3300,1757
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202303,2400,1794
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202304,3600,1773
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202305,4000,2155
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202306,2000,1227
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202307,2000,1200
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202308,3200,1303
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202309,4400,2240
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202310,2400,1732
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202311,4000,2773
2240443,NED,GREENWOOD SCHOOL-JASPER LEARNING CENTER,13600,1,ACTIVE,202312,3200,2000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202301,663000,539000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202302,655000,503000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202303,742000,523000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202304,716000,520000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202305,734000,562000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202306,790000,627300
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202307,901000,590000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202308,820000,603000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202309,856000,638000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202310,888000,612000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202311,784000,561000
2240570,NED,CITY OF JASPER WTP,1490000,1,ACTIVE,202312,763000,608000
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202301,157000,94500
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202302,146000,70500
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202303,211000,88516
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202304,183000,117000
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202305,186000,85000
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202306,225000,155000
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202307,199000,68500
2240579,NED,TOWN OF JENNINGS WTP,720000,1,ACTIVE,202308,286000,157870
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202301,42945,25871
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202302,36644,24140
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202303,29703,23329
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202304,27966,22017
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202305,31140,23091
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202306,46552,22576
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202307,38998,23919
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202308,30172,13450
2240826,NED,NUTRIEN-SUWANNEE RIVER CHEMICAL COMPLEX,189643,1,ACTIVE,202309,19009,11254
